Country Name,Region,Continent,Crecimiento PIB per cápita_2015,Crecimiento PIB per cápita_2016,Crecimiento PIB per cápita_2017,Crecimiento PIB per cápita_2018,Crecimiento PIB per cápita_2019,Crecimiento PIB per cápita_2020,Crecimiento PIB per cápita_2021,Crecimiento PIB per cápita_2022,Crecimiento PIB per cápita_2023,Crecimiento población urbana_2015,Crecimiento población urbana_2016,Crecimiento población urbana_2017,Crecimiento población urbana_2018,Crecimiento población urbana_2019,Crecimiento población urbana_2020,Crecimiento población urbana_2021,Crecimiento población urbana_2022,Crecimiento población urbana_2023,Desempleo hombres_2015,Desempleo hombres_2016,Desempleo hombres_2017,Desempleo hombres_2018,Desempleo hombres_2019,Desempleo hombres_2020,Desempleo hombres_2021,Desempleo hombres_2022,Desempleo hombres_2023,Desempleo mujeres_2015,Desempleo mujeres_2016,Desempleo mujeres_2017,Desempleo mujeres_2018,Desempleo mujeres_2019,Desempleo mujeres_2020,Desempleo mujeres_2021,Desempleo mujeres_2022,Desempleo mujeres_2023,Desempleo total_2015,Desempleo total_2016,Desempleo total_2017,Desempleo total_2018,Desempleo total_2019,Desempleo total_2020,Desempleo total_2021,Desempleo total_2022,Desempleo total_2023,Empleadores total_2015,Empleadores total_2016,Empleadores total_2017,Empleadores total_2018,Empleadores total_2019,Empleadores total_2020,Empleadores total_2021,Empleadores total_2022,Empleadores total_2023,Empleados agricultura hombres_2015,Empleados agricultura hombres_2016,Empleados agricultura hombres_2017,Empleados agricultura hombres_2018,Empleados agricultura hombres_2019,Empleados agricultura hombres_2020,Empleados agricultura hombres_2021,Empleados agricultura hombres_2022,Empleados agricultura hombres_2023,Empleados agricultura mujeres_2015,Empleados agricultura mujeres_2016,Empleados agricultura mujeres_2017,Empleados agricultura mujeres_2018,Empleados agricultura mujeres_2019,Empleados agricultura mujeres_2020,Empleados agricultura mujeres_2021,Empleados agricultura mujeres_2022,Empleados agricultura mujeres_2023,Empleo vulnerable total_2015,Empleo vulnerable total_2016,Empleo vulnerable total_2017,Empleo vulnerable total_2018,Empleo vulnerable total_2019,Empleo vulnerable total_2020,Empleo vulnerable total_2021,Empleo vulnerable total_2022,Empleo vulnerable total_2023,Empleos agricultura_2015,Empleos agricultura_2016,Empleos agricultura_2017,Empleos agricultura_2018,Empleos agricultura_2019,Empleos agricultura_2020,Empleos agricultura_2021,Empleos agricultura_2022,Empleos agricultura_2023,Médicos (por cada 1.000 personas)_2015,Médicos (por cada 1.000 personas)_2016,Médicos (por cada 1.000 personas)_2017,Médicos (por cada 1.000 personas)_2018,Médicos (por cada 1.000 personas)_2019,Médicos (por cada 1.000 personas)_2020,Médicos (por cada 1.000 personas)_2021,Médicos (por cada 1.000 personas)_2022,Nuevas empresas registradas_2015,Nuevas empresas registradas_2016,Nuevas empresas registradas_2017,Nuevas empresas registradas_2018,Nuevas empresas registradas_2019,Nuevas empresas registradas_2020,Nuevas empresas registradas_2021,Nuevas empresas registradas_2022,Personas desempleadas educación avanzada_2015,Personas desempleadas educación avanzada_2016,Personas desempleadas educación avanzada_2017,Personas desempleadas educación avanzada_2018,Personas desempleadas educación avanzada_2019,Personas desempleadas educación avanzada_2020,Personas desempleadas educación avanzada_2021,Personas desempleadas educación avanzada_2022,Personas desempleadas educación avanzada_2023,Personas desempleadas educación básica_2015,Personas desempleadas educación básica_2016,Personas desempleadas educación básica_2017,Personas desempleadas educación básica_2018,Personas desempleadas educación básica_2019,Personas desempleadas educación básica_2020,Personas desempleadas educación básica_2021,Personas desempleadas educación básica_2022,Personas desempleadas educación básica_2023,Personas desempleadas educación intermedia_2015,Personas desempleadas educación intermedia_2016,Personas desempleadas educación intermedia_2017,Personas desempleadas educación intermedia_2018,Personas desempleadas educación intermedia_2019,Personas desempleadas educación intermedia_2020,Personas desempleadas educación intermedia_2021,Personas desempleadas educación intermedia_2022,Personas desempleadas educación intermedia_2023,"Trabajadores asalariados (empleados), total_2015","Trabajadores asalariados (empleados), total_2016","Trabajadores asalariados (empleados), total_2017","Trabajadores asalariados (empleados), total_2018","Trabajadores asalariados (empleados), total_2019","Trabajadores asalariados (empleados), total_2020","Trabajadores asalariados (empleados), total_2021","Trabajadores asalariados (empleados), total_2022","Trabajadores asalariados (empleados), total_2023",Trabajadores salud (cada 1.000 personas)_2015,Trabajadores salud (cada 1.000 personas)_2016,Técnicos investigación y desarrollo_2015,Técnicos investigación y desarrollo_2016,Técnicos investigación y desarrollo_2017,Técnicos investigación y desarrollo_2018,Índice facilidad para hacer negocios_2019
Pakistán,Southern Asia,Asia,2.766,5.195,2.966,4.442,0.778,-3.039,4.523,2.963,-1.576,1.979,1.878,1.987,2.237,2.347,2.5,2.624,2.522,2.364,2.813,2.162,3.094,3.959,4.421,5.782,5.503,4.914,4.863,6.147,2.723,3.66,4.555,6.273,7.331,9.181,7.439,7.261,3.566,2.286,,4.083,4.83,,6.338,,,1.414,1.413,1.411,1.41,1.519,1.486,1.466,1.472,1.473,32.306,33.675,31.78,29.914,29.689,29.313,28.452,27.756,27.39,71.92,72.991,69.75,66.269,69.31,68.358,67.732,66.837,66.447,59.181,58.045,56.857,55.633,58.206,57.839,56.307,56.015,55.637,41.01,42.268,39.846,37.416,38.309,37.905,37.098,36.418,36.096,0.876,0.917,0.961,0.947,1.084,,,,5083.0,6437.0,9350.0,12560.0,15956.0,19817.0,25433.0,26901.0,16.786,3.876,,7.149,10.902,,16.149,,,2.196,2.445,,3.857,4.734,,5.148,,,6.124,3.504,,5.609,6.699,,9.665,,,39.405,40.542,41.731,42.957,40.275,40.674,42.228,42.514,42.89,0.087,,67.443,,31.798,,108.0
Palau,Micronesia,Oceania,7.865,-0.591,-3.341,0.099,0.29,-5.968,-13.75,-1.185,2.061,1.137,0.939,0.824,0.726,0.581,0.606,0.561,0.448,0.363,,,,,,,,,,,,,,,,,,,,,,,,0.765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.778,,,,,,,,,,,,,,,,0.509,,,,,,,,,1.475,,,,,,,,,0.826,,,,,,,,,,,,,,,,,,,145.0
Panamá,Central America,North America,3.461,2.78,3.948,2.194,1.476,-18.942,15.07,9.376,6.003,2.219,2.224,2.216,2.182,2.107,1.894,1.733,1.797,1.844,3.691,3.994,4.324,4.16,5.079,10.665,9.936,7.004,5.167,5.324,5.818,6.864,6.626,7.921,20.087,10.549,9.735,8.544,4.402,4.843,5.461,5.313,6.409,18.548,10.293,8.281,6.678,3.069,3.594,2.63,3.14,2.903,2.19,3.088,2.201,2.847,19.034,19.55,18.255,18.343,18.581,18.084,20.264,19.652,18.863,7.871,8.869,8.683,7.999,8.32,7.962,8.494,8.421,8.451,30.66,32.205,32.451,34.252,36.28,42.078,37.766,42.121,36.068,14.673,15.362,14.494,14.207,14.407,14.062,15.665,15.281,14.708,1.581,1.574,1.59,1.61,1.638,1.629,1.734,,26608.0,19734.0,15568.0,13204.0,14069.0,10136.0,14734.0,13048.0,2.374,3.827,3.231,4.027,5.141,13.23,7.483,8.323,5.418,4.486,4.674,5.289,4.655,6.145,15.322,9.8,7.122,5.065,6.07,6.463,7.64,7.366,8.32,23.906,12.935,11.259,9.485,66.271,64.201,64.919,62.608,60.816,55.731,59.146,55.679,61.085,,,,,,,86.0
Papua Nueva Guinea,Melanesia,Oceania,3.899,2.918,1.087,-2.57,2.148,-5.207,-2.47,3.736,1.186,2.731,2.76,2.79,2.834,2.871,2.843,2.817,2.814,2.844,3.31,3.215,3.287,3.316,3.255,3.562,3.61,3.141,3.109,1.608,1.648,1.773,1.882,1.946,2.131,2.334,2.188,2.167,,,,,,,,2.689,,3.2,3.233,3.273,3.298,3.321,3.336,3.374,3.393,3.406,32.869,33.337,33.826,34.313,34.749,35.844,36.253,36.748,36.622,27.103,28.769,30.554,32.356,34.167,36.356,38.522,40.759,41.042,76.692,76.381,76.042,75.732,75.417,75.464,75.265,75.132,74.896,30.109,31.153,32.261,33.378,34.471,36.089,37.341,38.661,38.732,,,,0.065,0.061,,0.063,,,,,3881.0,3866.0,4109.0,,,,,,,,,,4.244,,,,,,,,,2.662,,,,,,,,,5.351,,20.108,20.386,20.686,20.97,21.262,21.2,21.362,21.475,21.698,,,,10.76,,,120.0
Paraguay,South America,South America,1.465,2.766,3.33,1.78,-1.742,-2.152,2.765,-0.954,3.434,1.916,1.904,1.871,1.854,1.831,1.842,1.713,1.649,1.756,4.293,4.266,5.002,5.293,5.37,5.875,5.7,5.673,4.679,4.944,6.715,7.789,7.525,8.307,9.972,9.558,8.25,7.341,4.556,5.255,6.138,6.217,6.595,7.548,7.311,6.755,5.794,4.983,5.106,5.565,5.376,6.027,4.798,4.585,4.874,5.09,25.802,25.091,24.135,23.796,22.72,24.939,23.156,21.607,21.371,16.61,15.755,15.189,14.687,12.956,15.723,14.71,11.452,11.179,38.785,39.128,36.794,37.636,36.898,40.723,39.654,37.335,36.23,22.106,21.379,20.553,20.077,18.722,21.275,19.714,17.413,17.171,,,,1.462,,1.133,3.242,3.882,653.0,242.0,412.0,568.0,473.0,240.0,1453.0,3072.0,2.444,4.247,2.762,,,,,,,5.2,5.082,4.99,,,,,,,6.127,7.509,5.928,,,,,,,56.231,55.766,57.641,56.988,57.075,54.479,55.761,57.791,58.679,,,,77.526,40.241,46.291,125.0
Países Bajos,Western Europe,Europe,1.669,1.881,2.176,1.663,1.632,-4.401,5.722,4.011,-0.911,0.98,1.043,1.078,1.036,1.076,0.947,0.887,1.292,1.305,6.524,5.577,4.471,3.723,3.4,3.702,3.95,3.269,3.351,7.273,6.499,5.254,3.956,3.355,3.952,4.5,3.815,3.745,6.872,6.007,4.837,3.832,3.379,3.82,4.209,3.526,3.537,3.168,3.173,3.172,3.195,3.179,3.41,3.371,3.299,3.375,3.012,3.014,2.962,2.798,2.692,2.767,2.972,2.481,2.406,1.517,1.393,1.472,1.3,1.385,1.281,1.449,1.274,1.346,12.994,12.93,12.764,12.768,12.622,13.664,13.398,12.989,13.128,2.32,2.262,2.268,2.098,2.079,2.069,2.256,1.914,1.907,3.471,3.517,3.588,3.661,3.751,3.849,3.906,,,31509.0,31981.0,33084.0,33284.0,34777.0,,39055.0,3.92,3.268,2.992,2.526,2.365,2.518,2.812,2.547,2.737,10.731,10.302,8.215,6.603,5.817,6.941,7.407,5.7,5.739,7.207,5.977,4.724,3.559,3.147,3.792,3.937,3.348,3.216,83.838,83.896,84.065,84.037,84.199,82.927,83.231,83.712,83.497,,,,,,,42.0
Perú,South America,South America,2.094,2.576,1.019,2.102,0.502,-11.989,12.27,1.745,-1.638,1.367,1.569,1.707,2.053,1.961,1.446,1.221,1.224,1.371,3.211,3.547,3.506,3.168,3.078,7.325,4.715,3.301,4.152,3.346,3.975,3.912,3.877,3.736,6.993,5.552,4.511,5.8,3.272,3.741,3.691,3.492,3.379,7.179,5.097,4.291,4.899,3.986,4.124,3.799,3.844,3.795,2.693,3.206,3.273,3.987,28.468,28.434,28.117,28.193,27.069,34.542,27.715,26.05,25.333,25.153,25.328,23.884,23.653,23.776,32.527,28.031,25.204,22.291,47.966,48.494,49.028,49.42,49.118,53.663,50.252,49.664,48.616,26.979,27.029,26.196,26.127,25.568,33.656,27.858,25.669,23.967,,1.296,,1.36,,,1.646,1.621,79606.0,75911.0,79593.0,80029.0,88799.0,83431.0,105014.0,104701.0,4.185,4.254,4.372,4.388,3.607,9.109,6.62,4.938,5.335,2.457,3.194,2.964,2.25,2.737,4.622,3.342,3.167,3.588,4.284,4.947,4.815,4.673,4.372,9.313,6.372,5.182,5.888,48.047,47.382,47.173,46.736,47.087,43.643,46.542,47.063,47.398,,,,,,,76.0
Polonia,Eastern Europe,Europe,4.501,3.075,5.139,6.246,4.606,-1.864,9.58,5.712,0.506,-0.274,-0.209,-0.109,-0.078,-0.059,-0.165,-2.397,-0.335,-0.226,7.336,6.114,4.872,3.846,3.021,3.058,3.256,2.778,2.704,7.645,6.175,4.861,3.821,3.572,3.277,3.282,2.851,2.788,7.475,6.141,4.867,3.835,3.267,3.155,3.268,2.811,2.743,3.645,3.618,3.581,3.604,3.615,3.686,3.845,3.83,3.888,12.49,11.549,11.316,10.594,10.013,10.641,9.546,9.369,8.882,10.36,9.396,8.871,8.419,8.083,8.28,7.003,6.915,6.089,17.587,17.098,16.834,16.67,16.393,16.87,16.251,16.028,16.016,11.534,10.584,10.222,9.618,9.154,9.592,8.399,8.253,7.602,2.294,2.381,2.343,2.324,3.256,3.281,3.391,,40805.0,44141.0,39416.0,37281.0,40617.0,42135.0,53979.0,53717.0,3.933,3.241,2.433,1.999,1.99,1.932,1.745,1.306,1.28,10.412,8.771,7.126,5.592,4.57,4.445,4.537,4.181,4.435,7.394,5.929,4.714,3.784,3.214,3.125,3.82,3.302,3.252,78.768,79.284,79.585,79.726,79.992,79.444,79.904,80.141,80.095,,,443.602,399.771,415.275,,40.0
Portugal,Southern Europe,Europe,2.011,2.326,3.567,3.111,2.721,-8.301,4.899,6.242,1.132,0.5,0.581,0.635,0.701,0.868,0.932,1.436,1.49,2.145,12.161,10.974,8.411,6.567,5.801,6.554,6.262,5.549,6.142,12.748,11.168,9.351,7.439,7.151,7.059,6.902,6.486,6.885,12.447,11.068,8.869,6.994,6.464,6.801,6.577,6.011,6.509,5.638,5.397,5.225,5.179,5.313,5.224,4.795,4.752,4.64,9.527,8.907,8.463,8.05,7.261,7.165,3.788,3.902,4.143,5.378,4.771,4.166,3.912,3.611,3.467,1.599,1.648,1.712,12.764,12.352,11.742,11.459,11.53,11.433,10.493,10.404,9.911,7.511,6.898,6.38,6.033,5.482,5.361,2.713,2.797,2.947,4.75,4.936,5.115,5.294,5.45,5.615,5.767,,34120.0,33651.0,37571.0,43114.0,46880.0,36076.0,39896.0,46119.0,9.242,8.356,6.454,5.376,5.312,5.804,4.884,4.338,4.574,13.22,11.792,9.505,7.146,6.627,6.391,6.728,6.832,7.32,13.941,12.25,9.916,8.234,7.222,8.383,8.138,6.637,7.523,81.598,82.25,83.033,83.362,83.158,83.343,84.712,84.844,85.45,,,752.776,701.042,780.064,,39.0
Puerto Rico,,,0.707,0.665,-0.508,-0.41,1.665,-6.746,0.966,4.938,1.016,-1.788,-1.958,-2.434,-4.058,0.008,2.719,-0.565,-1.294,-0.423,13.727,13.508,12.37,10.545,9.517,10.293,9.007,6.857,6.534,9.648,9.49,8.684,7.392,6.679,7.021,6.434,4.856,4.636,12.0,11.8,10.8,9.2,8.3,,7.9,6.0,,3.535,3.365,3.192,3.42,3.418,3.402,3.424,3.465,3.446,2.358,2.294,2.227,2.158,2.098,2.084,2.065,2.024,1.979,0.16,0.153,0.145,0.138,0.132,0.131,0.126,0.127,0.122,13.149,12.682,12.247,13.23,13.283,13.549,13.572,13.587,13.671,1.403,1.36,1.32,1.279,1.24,1.229,1.218,1.201,1.179,,,,,,,,,4811.0,5564.0,5793.0,8477.0,10352.0,11218.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.317,83.953,84.56,83.35,83.299,83.049,83.004,82.948,82.882,,,156.143,,,,65.0
Qatar,Western Asia,Asia,-3.861,-2.451,-4.156,-0.135,-1.522,-8.925,13.362,-1.791,1.237,8.66,5.57,2.8,1.42,2.273,5.773,-10.884,5.947,-0.013,0.062,0.062,0.061,0.051,0.045,0.067,0.078,0.076,0.076,0.873,0.718,0.629,0.453,0.399,0.514,0.439,0.38,0.378,0.17,0.15,0.14,0.11,0.1,0.14,0.14,0.13,,0.277,0.27,0.277,0.273,0.272,0.27,0.27,0.269,0.269,1.42,1.402,1.445,1.583,1.837,1.614,1.575,2.115,2.082,0.01,0.01,0.01,0.011,0.013,0.011,0.011,0.016,0.015,0.146,0.139,0.134,0.127,0.13,0.13,0.128,0.126,0.126,1.233,1.216,1.246,1.354,1.556,1.351,1.308,1.743,1.711,,2.756,,2.499,,,,,5619.0,11535.0,14082.0,14824.0,,,,,0.5,0.4,0.37,,0.35,0.3,0.28,,,0.06,0.07,0.06,,0.03,0.05,0.05,,,0.24,0.19,0.18,,0.12,0.2,0.19,,,99.577,99.592,99.59,99.6,99.598,99.6,99.603,99.605,99.606,,,390.496,,,397.098,77.0
Reino Unido,Northern Europe,Europe,1.416,1.152,1.961,0.793,1.053,-10.624,8.665,3.656,-0.481,1.109,1.072,0.989,0.912,0.868,0.665,0.214,1.426,1.11,5.669,5.001,4.567,4.188,3.793,4.76,5.04,3.871,4.279,5.344,4.715,4.322,4.044,3.414,4.156,4.594,3.576,3.658,5.552,4.909,4.501,4.145,3.657,4.518,4.865,3.768,4.025,2.439,2.389,2.383,2.056,2.145,2.022,1.794,1.559,1.558,1.568,1.557,1.619,1.472,1.459,1.457,1.437,1.398,1.376,0.649,0.63,0.652,0.62,0.589,0.581,0.579,0.575,0.559,12.544,12.866,12.97,13.035,12.869,12.495,11.79,11.747,11.861,1.136,1.121,1.163,1.07,1.044,1.037,1.024,1.004,0.986,2.773,2.783,2.814,2.834,2.942,3.041,3.171,3.174,611478.0,663616.0,632517.0,664974.0,684874.0,774854.0,766688.0,790311.0,2.906,2.76,2.733,2.595,2.344,3.238,3.278,2.359,2.681,8.399,7.409,6.702,6.162,5.272,6.445,7.486,6.488,6.685,5.709,5.082,4.529,4.176,3.704,4.607,5.015,4.48,4.836,85.017,84.745,84.647,84.909,84.986,85.483,86.415,86.693,86.581,,,1349.982,1305.425,,,8.0
República Centroafricana,Middle Africa,Africa,4.199,2.876,2.786,1.978,1.723,-0.744,-0.705,0.779,-0.194,0.925,2.649,2.567,2.693,2.321,2.663,2.747,0.825,2.2,4.832,4.882,4.982,4.996,5.055,5.646,5.741,5.309,5.203,6.212,6.186,6.161,6.108,6.226,6.808,7.074,6.649,6.585,,,,,,,,,,1.203,1.204,1.206,1.206,1.209,1.2,1.214,1.218,1.215,69.385,68.757,68.14,67.637,67.233,67.48,67.258,66.915,66.898,77.489,76.827,76.188,75.564,75.083,74.982,75.062,74.536,74.402,93.446,93.497,93.499,93.49,93.428,93.545,93.404,93.328,93.324,73.142,72.5,71.88,71.327,70.908,71.011,70.945,70.565,70.532,0.067,,,0.066,,,0.021,,138.0,250.0,265.0,340.0,319.0,335.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.351,5.298,5.295,5.304,5.363,5.255,5.382,5.454,5.461,,,,,,,184.0
República Checa,Eastern Europe,Europe,4.753,2.384,4.895,2.487,3.159,-5.535,5.931,1.244,-1.85,0.323,0.319,0.408,0.493,0.568,0.432,-1.605,1.79,2.017,4.233,3.379,2.341,1.794,1.724,2.23,2.308,1.788,2.203,6.08,4.674,3.585,2.81,2.378,2.954,3.426,2.767,3.039,5.048,3.952,2.893,2.246,2.015,2.551,2.803,2.224,2.58,3.524,3.14,3.137,3.127,3.028,2.86,2.703,2.54,2.384,3.925,3.828,3.603,3.627,3.4,3.404,3.366,3.413,3.519,1.635,1.718,1.786,1.763,1.737,1.6,1.507,1.749,1.789,13.815,14.02,13.983,13.817,13.773,14.027,13.248,13.959,14.106,2.925,2.901,2.803,2.802,2.664,2.61,2.548,2.676,2.745,3.952,4.019,4.068,4.074,4.119,4.16,4.254,,26068.0,27881.0,31195.0,30336.0,28758.0,26024.0,28756.0,27121.0,2.381,1.872,1.483,1.185,0.996,1.418,1.359,0.794,1.307,22.692,20.466,12.992,10.637,10.696,10.4,12.861,12.477,4.011,4.702,3.498,2.691,2.059,1.749,2.394,2.686,2.038,1.99,82.661,82.84,82.88,83.056,83.199,83.114,84.049,83.501,83.509,,,1825.244,1828.946,1957.182,2186.359,41.0
República Democrática Popular Lao,South-Eastern Asia,Asia,5.717,5.363,5.227,4.61,3.861,-0.987,1.061,1.27,2.311,3.352,3.442,3.426,3.387,3.34,3.287,3.214,3.162,3.12,2.828,3.279,3.73,3.334,2.944,2.834,2.506,1.489,1.464,2.113,2.428,2.744,2.406,2.072,1.821,1.566,0.887,0.872,,,3.269,,,,,1.209,,0.65,0.685,0.722,0.737,0.749,0.749,0.757,0.76,0.763,62.119,60.655,59.017,61.192,63.374,65.753,67.254,69.572,69.464,66.385,64.935,63.325,64.473,65.646,67.024,68.379,69.56,69.845,80.55,79.763,78.968,78.31,77.669,77.822,77.376,77.115,76.707,64.121,62.667,61.045,62.735,64.441,66.349,67.782,69.566,69.642,0.4,0.372,0.441,0.362,0.364,0.357,0.327,,223.0,263.0,315.0,427.0,901.0,699.0,,,,,5.18,,,,,2.796,,,,3.361,,,,,0.94,,,,3.232,,,,,1.963,,18.799,19.552,20.31,20.953,21.582,21.429,21.867,22.125,22.53,,,,,,,154.0
República Dominicana,Caribbean,North America,5.705,5.481,3.534,5.839,3.972,-7.688,11.109,3.857,1.452,2.297,2.212,2.141,2.062,1.959,1.91,1.853,1.72,1.602,5.475,5.026,4.319,3.705,4.117,4.203,4.407,3.358,3.514,10.894,10.732,8.121,9.104,9.602,9.034,12.448,8.658,8.442,7.605,7.284,5.832,5.861,6.356,6.126,7.702,5.504,5.555,3.221,3.385,3.424,3.273,3.204,2.983,3.241,3.536,4.066,14.745,13.717,14.824,14.235,13.573,13.784,12.208,11.802,11.441,1.476,1.145,1.307,1.513,1.409,1.256,1.404,1.513,1.342,41.177,39.689,40.541,40.093,38.566,40.13,40.623,39.515,38.3,9.715,8.927,9.577,9.33,8.779,8.953,8.009,7.774,7.386,,,,1.429,1.433,1.949,2.03,2.235,8367.0,9363.0,9597.0,10204.0,,,,,6.12,4.617,5.136,3.745,5.449,5.555,8.054,5.18,5.673,7.159,6.482,4.899,4.861,4.766,4.08,5.952,4.463,4.471,11.513,10.206,8.128,9.621,9.785,9.02,10.623,7.754,7.326,55.602,56.926,56.035,56.634,58.231,56.886,56.136,56.95,57.634,,,,,,,115.0
República Eslovaca,,Europe,5.077,1.816,2.715,3.918,2.138,-2.669,5.952,0.736,1.472,-0.111,-0.025,0.053,0.092,0.141,0.143,-0.101,-0.12,0.126,10.337,8.772,7.916,6.138,5.599,6.403,6.679,5.93,5.758,12.902,10.778,8.413,7.036,5.958,7.1,7.138,6.384,5.933,11.492,9.679,8.142,6.544,5.761,6.719,6.894,6.143,5.843,3.118,3.194,3.207,2.927,2.986,2.876,2.859,2.668,2.77,4.571,4.078,3.817,3.204,3.976,3.75,4.465,3.695,3.345,1.248,1.41,1.365,1.19,1.339,1.167,1.788,1.233,1.28,12.039,12.247,12.06,11.913,12.068,12.069,12.078,12.292,12.356,3.098,2.886,2.707,2.299,2.786,2.583,3.215,2.54,2.375,3.451,3.473,3.421,3.521,3.567,3.67,3.68,,12445.0,18072.0,19813.0,19723.0,20566.0,18969.0,19255.0,20035.0,6.041,5.618,4.147,3.073,2.517,3.469,3.073,2.385,2.008,38.676,32.11,30.274,30.808,31.888,31.607,42.755,40.621,38.094,10.961,9.207,7.572,5.808,4.823,6.323,6.437,5.613,5.525,84.843,84.559,84.733,85.16,84.946,85.055,85.063,85.04,84.874,,,389.229,412.143,484.061,520.63,45.0
República de Moldova,Eastern Europe,Europe,0.429,5.87,5.99,5.92,5.223,-7.263,15.656,-2.493,3.689,-0.781,-1.114,-1.619,-1.588,-1.373,-0.811,-1.156,-2.215,-2.381,2.236,2.249,1.909,1.396,1.867,1.477,1.125,1.15,1.97,1.318,0.962,1.31,1.028,1.126,0.936,0.492,0.685,1.211,1.781,1.591,1.622,1.239,1.502,1.206,0.794,0.909,1.57,0.347,0.347,0.209,0.191,0.241,0.204,0.275,0.269,0.272,59.948,60.083,59.251,58.398,57.011,56.328,54.576,53.975,49.816,59.231,60.652,59.455,59.789,59.329,58.673,58.329,56.551,52.222,60.51,61.559,60.146,59.624,59.319,59.258,58.921,58.704,58.743,59.561,60.391,59.362,59.154,58.27,57.592,56.598,55.381,51.136,3.085,3.252,3.299,3.474,3.327,4.057,3.246,,4762.0,4605.0,5271.0,4849.0,5001.0,4816.0,5820.0,5437.0,3.549,3.017,2.741,2.437,1.998,1.732,1.222,1.349,2.077,1.154,0.924,0.898,0.616,1.26,0.764,0.487,0.661,1.244,1.571,1.509,1.653,1.175,1.457,1.246,0.809,0.885,1.546,39.142,38.094,39.645,40.185,40.44,40.537,40.803,41.027,40.985,,,67.547,73.503,70.753,60.406,48.0
República Árabe Siria,Western Asia,Asia,0.008,-5.28,-0.883,-0.436,-2.637,-3.98,-0.874,-3.004,,-2.989,0.075,1.411,3.05,5.095,4.548,3.879,4.923,6.04,11.761,11.339,11.136,11.014,10.853,12.566,12.313,10.706,10.638,26.366,25.666,25.314,25.091,24.8,27.186,26.623,25.021,24.908,,,,,,,,,,2.08,1.843,1.672,1.543,1.394,1.375,1.366,1.263,1.213,17.367,17.685,17.831,17.388,17.058,17.172,17.071,16.661,16.304,10.296,10.186,9.502,9.348,8.893,8.775,8.812,8.485,8.147,34.594,34.452,34.095,33.8,33.487,33.596,33.486,33.403,33.268,16.335,16.577,16.581,16.16,15.784,15.878,15.796,15.396,15.043,,1.186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.326,63.704,64.233,64.657,65.119,65.029,65.148,65.334,65.519,,,67.954,,,,176.0
Rumania,Eastern Europe,Europe,3.643,3.452,8.823,6.746,4.472,-3.142,6.336,4.367,2.345,-0.494,-0.55,-0.511,-0.473,-0.368,-0.348,-0.497,-0.091,0.393,7.543,6.596,5.608,4.718,4.315,5.293,5.986,6.035,5.934,5.857,4.987,4.042,3.489,3.379,4.691,5.053,5.049,5.12,6.812,5.901,4.927,4.187,3.912,5.035,5.59,5.614,5.592,1.125,1.035,1.047,1.052,1.144,1.141,1.151,1.153,1.152,25.564,23.462,23.156,22.376,21.417,20.93,19.347,18.888,18.571,25.613,22.639,22.292,22.216,21.009,19.941,18.223,17.375,16.976,27.85,25.574,25.258,24.169,23.084,22.626,22.114,21.79,21.644,25.586,23.103,22.777,22.307,21.241,20.505,18.867,18.237,17.892,2.753,2.827,2.91,3.026,3.162,3.298,3.471,,64417.0,73889.0,98405.0,94244.0,94869.0,78419.0,103019.0,113931.0,4.112,3.126,2.422,2.139,1.57,2.225,2.088,1.678,1.574,7.915,7.43,6.567,5.564,5.867,7.623,13.208,13.728,14.272,7.223,6.222,5.147,4.34,3.979,5.104,5.113,5.206,4.872,71.025,73.391,73.695,74.779,75.772,76.233,76.735,77.057,77.204,,,267.4,275.355,278.824,,55.0
Rwanda,Eastern Africa,Africa,6.283,3.489,1.509,6.032,6.979,-5.516,8.456,5.814,5.888,2.611,2.675,2.749,2.817,2.872,2.927,2.968,3.058,3.159,11.147,11.109,11.18,10.231,10.507,10.868,14.28,13.703,10.527,12.609,12.568,12.643,11.354,12.075,12.899,17.445,16.612,14.365,,,11.875,10.759,11.236,11.829,15.775,15.084,12.352,1.12,1.11,1.091,1.105,1.051,0.938,0.802,1.004,1.083,53.845,48.793,43.538,40.129,38.746,41.183,47.882,46.688,46.229,74.641,69.639,63.796,61.464,57.255,60.35,65.951,65.105,64.653,43.169,42.976,42.154,42.139,41.877,42.493,37.076,37.981,40.172,63.593,58.585,53.078,50.097,47.27,50.142,56.247,55.273,54.79,0.11,0.12,0.135,0.132,0.116,,,,9887.0,10099.0,10005.0,10547.0,12552.0,16105.0,,,,,18.896,17.767,16.502,17.173,17.725,18.746,14.177,,,10.56,9.466,10.201,10.648,15.204,13.763,11.862,,,21.783,20.618,20.471,20.025,23.288,26.538,19.222,55.712,55.914,56.755,56.756,57.072,56.57,62.122,61.015,58.745,,,,5.707,,,38.0
